concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
45980194	Flurbiprofen 100mg tablets (Actavis UK Ltd)	Drug	SNOMED	Pharma/Biol Product		363911000001106	19700101	20991231	
45980195	Melleril 25mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		58711000001108	20050902	20991231	
45980196	Flurbiprofen 100mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		732111000001109	19700101	20991231	
45980197	Flurbiprofen 100mg tablets (Sandoz Ltd)	Drug	SNOMED	Pharma/Biol Product		686111000001107	19700101	20991231	
45980198	Flurbiprofen 100mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		410711000001109	19700101	20991231	
45980199	Froben 100mg tablets (Abbott Laboratories Ltd)	Drug	SNOMED	Pharma/Biol Product		538211000001100	19700101	20991231	
45980200	Melleril 100mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		555111000001102	20050902	20991231	
45980201	Prograf 500microgram capsules (Astellas Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		656111000001103	19700101	20991231	
45980202	Froben SR 200mg capsules (Abbott Laboratories Ltd)	Drug	SNOMED	Pharma/Biol Product		27511000001103	19700101	20991231	
45980203	Prograf 1mg capsules (Astellas Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		209911000001103	19700101	20991231	
45980204	Terfenadine 60mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		919711000001104	19700101	20991231	
45980205	Prograf 5mg capsules (Astellas Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		752211000001104	19700101	20991231	
45980206	Terfenadine 60mg tablets (Approved Prescription Services Ltd)	Drug	SNOMED	Pharma/Biol Product		631811000001101	19700101	20991231	
45980207	Terfenadine 60mg tablets (The Boots Company Plc)	Drug	SNOMED	Pharma/Biol Product		374411000001105	19700101	20991231	
45980208	Galpseud 30mg/5ml linctus (Thornton & Ross Ltd)	Drug	SNOMED	Pharma/Biol Product		334611000001105	19700101	20991231	
45980209	Lormetazepam 500microgram tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		898611000001106	19700101	20991231	
45980210	Lormetazepam 500microgram tablets (Mylan)	Drug	SNOMED	Pharma/Biol Product		195911000001100	19700101	20991231	
45980211	Lormetazepam 500microgram tablets (Thornton & Ross Ltd)	Drug	SNOMED	Pharma/Biol Product		327611000001101	19700101	20991231	
45980212	Lormetazepam 500microgram tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		635811000001103	19700101	20991231	
45980213	Lormetazepam 500microgram tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		437911000001100	19700101	20991231	
45980214	Lormetazepam 1mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		877811000001100	19700101	20991231	
45980215	Lormetazepam 1mg tablets (Mylan)	Drug	SNOMED	Pharma/Biol Product		529711000001100	19700101	20991231	
45980216	Lormetazepam 1mg tablets (Thornton & Ross Ltd)	Drug	SNOMED	Pharma/Biol Product		171511000001102	19700101	20991231	
45980217	Lormetazepam 1mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		918311000001109	19700101	20991231	
45980218	Lormetazepam 1mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		274511000001102	19700101	20991231	
45980219	Tranquilyn 5mg tablets (Genesis Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		77611000001100	19700101	20991231	
45980220	Equasym 5mg tablets (Shire Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		377011000001109	19700101	20991231	
45980221	Equasym 10mg tablets (Shire Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		172011000001102	19700101	20991231	
45980222	Ritalin 10mg tablets (Novartis Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		38211000001100	19700101	20991231	
45980223	Tranquilyn 10mg tablets (Genesis Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		205811000001105	19700101	20991231	
45980224	Equasym 20mg tablets (Shire Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		758611000001100	19700101	20991231	
45980225	Tranquilyn 20mg tablets (Genesis Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		410411000001103	19700101	20991231	
45980226	Serenace 500microgram capsules (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		522711000001106	19700101	20991231	
45980227	Haloperidol 500microgram tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		26911000001107	19700101	20991231	
45980228	Haloperidol 500microgram tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		829511000001109	19700101	20991231	
45980229	Haloperidol 500microgram tablets (Sandoz Ltd)	Drug	SNOMED	Pharma/Biol Product		747511000001101	19700101	20991231	
45980230	Haloperidol 500microgram tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		535511000001105	19700101	20991231	
45980231	Haloperidol 1.5mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		565711000001108	19700101	20991231	
45980232	Haloperidol 1.5mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		763711000001108	19700101	20991231	
45980233	Serenace 1.5mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		899811000001103	19700101	20991231	
45980234	Haloperidol 1.5mg tablets (IVAX Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		884911000001108	19700101	20991231	
45979603	Dutonin 100mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		864911000001105	19700101	20991231	
45979605	Zanaflex 2mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		685511000001105	19700101	20991231	
45979606	Zanaflex 4mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		364311000001107	19700101	20991231	
45979608	Dutonin 200mg tablets (Bristol-Myers Squibb Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		666211000001104	19700101	20991231	
45979609	Nexium 20mg gastro-resistant tablets (AstraZeneca UK Ltd)	Drug	SNOMED	Pharma/Biol Product		154111000001106	20060717	20991231	
45979612	Nexium 40mg gastro-resistant tablets (AstraZeneca UK Ltd)	Drug	SNOMED	Pharma/Biol Product		240211000001107	20060717	20991231	
45979613	Sonata 5mg capsules (Meda Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		846011000001109	19700101	20991231	
45979614	NeoMercazole 5 tablets (Amdipharm Plc)	Drug	SNOMED	Pharma/Biol Product		496811000001103	19700101	20991231	
45979617	NeoMercazole 20 tablets (Amdipharm Plc)	Drug	SNOMED	Pharma/Biol Product		102711000001109	19700101	20991231	
45979618	Sonata 10mg capsules (Meda Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		435711000001108	19700101	20991231	
45979620	Tetralysal 300 capsules (Galderma (UK) Ltd)	Drug	SNOMED	Pharma/Biol Product		396211000001106	19700101	20991231	
45979621	Accolate 20mg tablets (AstraZeneca UK Ltd)	Drug	SNOMED	Pharma/Biol Product		408011000001106	19700101	20991231	
45979622	Anusol HC ointment (Church & Dwight UK Ltd)	Drug	SNOMED	Pharma/Biol Product		429711000001108	19700101	20991231	
45979624	Anusol Plus HC ointment (Church & Dwight UK Ltd)	Drug	SNOMED	Pharma/Biol Product		289611000001105	19700101	20991231	
45979626	Synalar 0.025% gel (Reig Jofre UK Ltd)	Drug	SNOMED	Pharma/Biol Product		427911000001103	19700101	20991231	
45979629	Seroxat 20mg/10ml liquid (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		16811000001109	19700101	20991231	
45979630	Synalar 0.025% cream (Reig Jofre UK Ltd)	Drug	SNOMED	Pharma/Biol Product		264611000001109	19700101	20991231	
45979632	Hydrocortone 10mg tablets (Auden McKenzie (Pharma Division) Ltd)	Drug	SNOMED	Pharma/Biol Product		197211000001101	19700101	20991231	
45979633	Synalar 0.025% ointment (Reig Jofre UK Ltd)	Drug	SNOMED	Pharma/Biol Product		434611000001100	19700101	20991231	
45979634	Anusol ointment (Church & Dwight UK Ltd)	Drug	SNOMED	Pharma/Biol Product		652211000001108	19700101	20991231	
45979636	Neoclarityn 5mg tablets (Merck Sharp & Dohme Ltd)	Drug	SNOMED	Pharma/Biol Product		69711000001105	19700101	20991231	
45980414	Benorilate 2g/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		311811000001101	19700101	20991231	
45980415	Co-careldopa 25mg/100mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		229011000001107	20040504	20991231	
45980416	Stelazine 5mg tablets (Mercury Pharma Group Ltd)	Drug	SNOMED	Pharma/Biol Product		45811000001107	19700101	20991231	
45980417	Benorilate 750mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		774111000001104	19700101	20991231	
45979625	Zomig 2.5mg tablets (Grunenthal Ltd)	Drug	SNOMED	Pharma/Biol Product		560311000001102	19700101	20991231	
45980418	Sinemet Plus 25mg/100mg tablets (Merck Sharp & Dohme Ltd)	Drug	SNOMED	Pharma/Biol Product		210411000001104	19700101	20991231	
45980419	Trifluoperazine 5mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		662911000001109	19700101	20991231	
45980420	Benorilate 750mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		926411000001106	19700101	20991231	
45980421	Co-careldopa 25mg/100mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		28111000001108	20040504	20991231	
45980423	Co-careldopa 25mg/100mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		44211000001105	20040504	20991231	
45980424	Terrazine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)	Drug	SNOMED	Pharma/Biol Product		567111000001103	19700101	20991231	
45980425	Benoral 750mg tablets (Sanofi-Synthelabo Ltd)	Drug	SNOMED	Pharma/Biol Product		114411000001108	19700101	20991231	
45980426	Benorilate 750mg tablets (Sterwin Medicines)	Drug	SNOMED	Pharma/Biol Product		536111000001107	19700101	20991231	
45980427	Trifluoperazine 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		661211000001107	19700101	20991231	
45980428	Co-careldopa 25mg/250mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		203911000001101	20040504	20991231	
45980429	Co-careldopa 25mg/250mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		681211000001109	20040504	20991231	
45980430	Quinoderm 10 cream (Alliance Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		55211000001108	20130919	20991231	
45980431	Sinemet 25mg/250mg tablets (Merck Sharp & Dohme Ltd)	Drug	SNOMED	Pharma/Biol Product		562411000001105	20091202	20991231	
45980432	Predfoam 20mg/application enema (Chemidex Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		363511000001104	20040210	20991231	
45981448	Amoxil 250mg powder for solution for injection vials (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		388911000001104	20040709	20991231	
45981450	Amoxicillin 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		279111000001107	20040709	20991231	
45981451	Amoxicillin 1g powder for solution for injection vials (Wockhardt UK Ltd)	Drug	SNOMED	Pharma/Biol Product		144611000001100	20040709	20991231	
45981452	Amoxil 1g powder for solution for injection vials (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		71111000001101	20040709	20991231	
45981453	Betnovate-N cream (Chemidex Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		44811000001106	19700101	20991231	
45978921	Avandia 8mg tablets (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		270611000001105	19700101	20991231	
45978922	Co-codamol 8mg/500mg effervescent tablets (Mylan)	Drug	SNOMED	Pharma/Biol Product		566311000001104	20040504	20991231	
45978923	Co-codamol 8mg/500mg effervescent tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		709211000001103	20040504	20991231	
45978924	Clotrimazole 500mg pessaries (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		571811000001108	19700101	20991231	
45978925	Candiden 500mg pessaries (Akita Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		786911000001102	19700101	20991231	
45978926	Sulfasalazine 500mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		140911000001101	19700101	20991231	
45978927	Sulfasalazine 500mg gastro-resistant tablets (Actavis UK Ltd)	Drug	SNOMED	Pharma/Biol Product		215611000001109	19700101	20991231	
45978928	Sulazine EC 500mg tablets (Genesis Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		499211000001108	19700101	20991231	
45978929	Sulfasalazine 500mg gastro-resistant tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		180711000001106	20030522	20991231	
45978930	Salazopyrin EN-Tabs 500mg (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		198211000001102	19700101	20991231	
45978931	Sulfasalazine 500mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		422811000001105	19700101	20991231	
45978932	Clotrimazole 500mg pessaries (Actavis UK Ltd)	Drug	SNOMED	Pharma/Biol Product		41211000001108	19700101	20991231	
45978933	Clotrimazole 500mg pessaries (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		151311000001105	19700101	20991231	
45978934	Abtrim 500mg pessaries (Ashbourne Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		673811000001104	19700101	20991231	
45978935	Sulfasalazine 500mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		7311000001104	19700101	20991231	
45978936	Sulfasalazine 500mg tablets (Actavis UK Ltd)	Drug	SNOMED	Pharma/Biol Product		245311000001106	19700101	20991231	
45978937	Sulfasalazine 500mg tablets (Mylan)	Drug	SNOMED	Pharma/Biol Product		236111000001102	19700101	20991231	
45978938	Sulfasalazine 500mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		236511000001106	19700101	20991231	
45978939	Synuretic 25 tablets (Dr Reddy's Laboratories (UK) Ltd)	Drug	SNOMED	Pharma/Biol Product		465111000001101	19700101	20991231	
45978940	Salazopyrin 500mg tablets (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		189511000001109	19700101	20991231	
45978941	Canesten Vaginal 500mg pessaries (Bayer Plc)	Drug	SNOMED	Pharma/Biol Product		826811000001101	20040723	20991231	
45978942	Sulfasalazine 500mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		681011000001104	19700101	20991231	
45978943	Privacom 500mg pessaries (Torbet Laboratories Ltd)	Drug	SNOMED	Pharma/Biol Product		10611000001108	19700101	20991231	
45978944	Clotrimazole 500mg pessaries (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		745511000001105	19700101	20991231	
45978945	Canesten 100mg pessaries (Bayer Plc)	Drug	SNOMED	Pharma/Biol Product		893911000001105	19700101	20991231	
45978946	Co-amilozide 2.5mg/25mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		693111000001103	20040504	20991231	
45978947	Canesten 200mg pessaries (Bayer Plc)	Drug	SNOMED	Pharma/Biol Product		897411000001109	19700101	20991231	
45978948	Canesten Internal 10% cream (Bayer Plc)	Drug	SNOMED	Pharma/Biol Product		541611000001105	20060503	20991231	
45978949	Canesten 10% VC cream (Bayer Plc)	Drug	SNOMED	Pharma/Biol Product		939911000001109	19700101	20991231	
45978951	Transiderm-Nitro 5 transdermal patches (Novartis Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		240111000001101	19700101	20991231	
45978952	Nitro-Dur 0.2mg/hour transdermal patches (Merck Sharp & Dohme Ltd)	Drug	SNOMED	Pharma/Biol Product		537211000001104	19700101	20991231	
45978954	Co-amilozide 5mg/50mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		17611000001107	20040504	20991231	
45978955	Co-amilozide 5mg/50mg tablets (Actavis UK Ltd)	Drug	SNOMED	Pharma/Biol Product		484511000001106	20040504	20991231	
45978956	Co-amilozide 5mg/50mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		26611000001101	20040504	20991231	
45978958	Transiderm-Nitro 10 transdermal patches (Novartis Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		781311000001106	19700101	20991231	
45978959	Nitro-Dur 0.4mg/hour transdermal patches (Merck Sharp & Dohme Ltd)	Drug	SNOMED	Pharma/Biol Product		699711000001104	19700101	20991231	
45978961	Glyceryl trinitrate 500microgram sublingual tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		786011000001101	19700101	20991231	
45978962	Glyceryl trinitrate 500microgram sublingual tablets (Actavis UK Ltd)	Drug	SNOMED	Pharma/Biol Product		175811000001101	19700101	20991231	
45978963	Glyceryl trinitrate 500microgram sublingual tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		744811000001107	19700101	20991231	
45978964	Glyceryl trinitrate 500microgram sublingual tablets (The Boots Company Plc)	Drug	SNOMED	Pharma/Biol Product		99911000001109	19700101	20991231	
45978965	Glyceryl trinitrate 500microgram sublingual tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		888211000001105	19700101	20991231	
45978966	Glyceryl trinitrate 500microgram sublingual tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		893211000001101	19700101	20991231	
45981631	Adcal-D3 chewable tablets tutti frutti (Kyowa Kirin Ltd)	Drug	SNOMED	Pharma/Biol Product		344111000001101	20070904	20991231	
45981638	Atrovent 20micrograms/dose Autohaler (Boehringer Ingelheim Ltd)	Drug	SNOMED	Pharma/Biol Product		351411000001106	20060816	20991231	
45981641	Farlutal 500 suspension for injection 2.5ml vials (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		60311000001102	20040604	20991231	
45981644	Serevent 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		408911000001105	20060816	20991231	
45981645	Depo-Medrone with Lidocaine suspension for injection 1ml vials (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		470611000001109	20040621	20991231	
45981647	Provera 200mg tablets (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		814711000001109	19700101	20991231	
45981648	Intal 5mg/dose inhaler (Aventis Pharma)	Drug	SNOMED	Pharma/Biol Product		533311000001100	20060816	20991231	
45981649	Atrovent 20micrograms/dose inhaler (Boehringer Ingelheim Ltd)	Drug	SNOMED	Pharma/Biol Product		24011000001103	20060816	20991231	
45981650	Cromogen 5mg/dose inhaler (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		725311000001102	20060816	20991231	
45981651	Farlutal 250 tablets (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		6011000001100	19700101	20991231	
45981653	Cromogen 5mg/dose Easi-Breathe inhaler (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		377511000001101	20060816	20991231	
45981654	Depo-Medrone with Lidocaine suspension for injection 2ml vials (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		769111000001105	20040621	20991231	
45981655	Atrovent Forte 40micrograms/dose inhaler (Boehringer Ingelheim Ltd)	Drug	SNOMED	Pharma/Biol Product		347611000001103	20060816	20991231	
45981657	Provera 400mg tablets (Pfizer Ltd)	Drug	SNOMED	Pharma/Biol Product		92911000001104	19700101	20991231	
45981661	Bricanyl 5mg tablets (AstraZeneca UK Ltd)	Drug	SNOMED	Pharma/Biol Product		738811000001100	19700101	20991231	
45979136	Ranitidine 75mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		926811000001108	19700101	20991231	
45979137	Zantac 150mg/10ml syrup (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		354411000001108	19700101	20991231	
45979138	Co-codamol 30mg/500mg capsules (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		727611000001100	20040504	20991231	
45978953	Deponit 5 transdermal patches (Forum Health Products Ltd)	Drug	SNOMED	Pharma/Biol Product		616511000001100	19700101	20991231	
45979139	Ranitidine 75mg/5ml oral solution sugar free (Rosemont Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		219911000001101	19700101	20991231	
45979140	Ranitidine 75mg/5ml oral solution sugar free (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		549411000001108	19700101	20991231	
45979141	Kapake 30mg/500mg capsules (Galen Ltd)	Drug	SNOMED	Pharma/Biol Product		737111000001106	19700101	20991231	
45979142	Propaderm 0.025% cream (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		692311000001106	19700101	20991231	
45979143	Aludrox Liquid (Pfizer Consumer Healthcare Ltd)	Drug	SNOMED	Pharma/Biol Product		569411000001104	19700101	20991231	
45979145	Temgesic 200microgram sublingual tablets (Indivior UK Ltd)	Drug	SNOMED	Pharma/Biol Product		867611000001105	19700101	20991231	
45979146	Solpadol 30mg/500mg capsules (Sanofi)	Drug	SNOMED	Pharma/Biol Product		247311000001103	19700101	20991231	
45979147	Subutex 2mg sublingual tablets (Indivior UK Ltd)	Drug	SNOMED	Pharma/Biol Product		231411000001101	19700101	20991231	
45979148	Clinutren thickened drink liquid orange (Nestle Health Science)	Drug	SNOMED	Pharma/Biol Product		138911000001103	19700101	20991231	
45979149	Propaderm 0.025% ointment (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		434111000001108	19700101	20991231	
45979150	Tylex 30mg/500mg capsules (UCB Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		360311000001104	19700101	20991231	
45979151	Medocodene 30mg/500mg capsules (UCB Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		98711000001103	20040504	20991231	
45979152	Betnovate RD 0.025% ointment (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		426011000001100	19700101	20991231	
45979153	Solpadol 30mg/500mg effervescent tablets (Sanofi)	Drug	SNOMED	Pharma/Biol Product		10411000001105	19700101	20991231	
45979154	Tylex 30mg/500mg effervescent tablets (UCB Pharma Ltd)	Drug	SNOMED	Pharma/Biol Product		68111000001102	19700101	20991231	
45979155	Zyban 150mg modified-release tablets (GlaxoSmithKline UK Ltd)	Drug	SNOMED	Pharma/Biol Product		703311000001108	20031210	20991231	
45979156	Zyprexa 2.5mg tablets (Eli Lilly and Company Ltd)	Drug	SNOMED	Pharma/Biol Product		337311000001109	19700101	20991231	
45980235	Haloperidol 1.5mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		568711000001101	19700101	20991231	
45980236	Haloperidol 1.5mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		434311000001105	19700101	20991231	
45980237	Haloperidol 5mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		549211000001109	19700101	20991231	
45980238	Haloperidol 5mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		504611000001104	19700101	20991231	
45980239	Serenace 5mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		228411000001106	19700101	20991231	
45980240	Haloperidol 5mg tablets (IVAX Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		281611000001109	19700101	20991231	
45980241	Haldol 5mg tablets (Janssen-Cilag Ltd)	Drug	SNOMED	Pharma/Biol Product		152111000001103	19700101	20991231	
45980242	Haloperidol 5mg tablets (Kent Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		635911000001108	19700101	20991231	
45980243	Haloperidol 5mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		413411000001106	19700101	20991231	
45980244	Haloperidol 10mg tablets (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		880811000001108	19700101	20991231	
45980245	Haloperidol 10mg tablets (Teva UK Ltd)	Drug	SNOMED	Pharma/Biol Product		715211000001103	19700101	20991231	
45981048	Ephedrine hydrochloride 30mg tablets (Alliance Healthcare (Distribution) Ltd)	Drug	SNOMED	Pharma/Biol Product		97411000001105	20030724	20991231	
45981049	Aveeno cream (Johnson & Johnson Ltd)	Drug	SNOMED	Pharma/Biol Product		892711000001100	19700101	20991231	
45981050	Aveeno lotion (Johnson & Johnson Ltd)	Drug	SNOMED	Pharma/Biol Product		450211000001109	19700101	20991231	
45981051	Ephedrine 15mg/5ml elixir (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		75411000001109	19700101	20991231	
45981052	CAM Mixture (Cambridge Healthcare Supplies Ltd)	Drug	SNOMED	Pharma/Biol Product		900911000001105	19700101	20991231	
45981053	MaxEPA liquid (Seven Seas Ltd)	Drug	SNOMED	Pharma/Biol Product		279311000001109	19700101	20991231	
45981054	Diazepam 2.5mg RecTubes (Wockhardt UK Ltd)	Drug	SNOMED	Pharma/Biol Product		283311000001103	20050113	20991231	
45981055	Diazepam 5mg/5ml oral solution (A A H Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		109111000001104	19700101	20991231	
45981056	E45 emollient bath oil (Forum Health Products Ltd)	Drug	SNOMED	Pharma/Biol Product		862311000001102	19700101	20991231	
45981057	Diazepam 5mg/5ml oral solution (Sandoz Ltd)	Drug	SNOMED	Pharma/Biol Product		798311000001103	19700101	20991231	
45981058	Yasmin tablets (Bayer Plc)	Drug	SNOMED	Pharma/Biol Product		439011000001108	19700101	20991231	
45981061	Coversyl Plus tablets (Servier Laboratories Ltd)	Drug	SNOMED	Pharma/Biol Product		562511000001109	19700101	20991231	
45981062	Neoclarityn 2.5mg/5ml syrup (Schering-Plough Ltd)	Drug	SNOMED	Pharma/Biol Product		282711000001107	19700101	20991231	
45981063	Concerta XL 18mg tablets (Janssen-Cilag Ltd)	Drug	SNOMED	Pharma/Biol Product		711211000001101	19700101	20991231	
45981064	Concerta XL 36mg tablets (Janssen-Cilag Ltd)	Drug	SNOMED	Pharma/Biol Product		615611000001106	19700101	20991231	
45981069	Ketek 400mg tablets (Sanofi)	Drug	SNOMED	Pharma/Biol Product		98311000001102	19700101	20991231	
45979144	Zapain 30mg/500mg capsules (Advanz Pharma)	Drug	SNOMED	Pharma/Biol Product		314111000001106	19700101	20991231	
45981074	Riamet tablets (Novartis Pharmaceuticals UK Ltd)	Drug	SNOMED	Pharma/Biol Product		821611000001107	19700101	20991231	
45981080	Zaditen 250micrograms/ml eye drops (Thea Pharmaceuticals Ltd)	Drug	SNOMED	Pharma/Biol Product		388511000001106	19700101	20991231	
